venue,date,time,status,count
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/08/2022,09:57 PM,Closed,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,08:00 AM,Open,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,08:00 AM,Open,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,08:00 AM,Open,0.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,08:30 AM,Open,4.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,08:30 AM,Open,4.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,08:30 AM,Open,4.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/08/2022,05:24 PM,Open,1.0
Arc Express,12/09/2022,09:00 AM,Open,5.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/08/2022,05:24 PM,Open,8.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/08/2022,03:32 PM,Open,2.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/08/2022,05:24 PM,Open,18.0
Aquaplex Pool Deck,12/05/2022,11:12 AM,Open,0.0
Arc Express,12/09/2022,09:00 AM,Open,5.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/05/2022,11:12 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/05/2022,11:12 AM,Open,0.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,11:12 AM,Open,0.0
Arc Express,12/09/2022,09:00 AM,Open,5.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/05/2022,11:12 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/05/2022,11:12 AM,Open,0.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,11:12 AM,Open,0.0
Arc Express,12/09/2022,09:30 AM,Open,8.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/05/2022,11:12 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/05/2022,11:12 AM,Open,0.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,11:12 AM,Open,0.0
Arc Express,12/09/2022,09:30 AM,Open,8.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/05/2022,11:12 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/05/2022,11:12 AM,Open,0.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,11:12 AM,Open,0.0
Arc Express,12/09/2022,09:30 AM,Open,8.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/05/2022,11:12 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/05/2022,11:12 AM,Open,0.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,10:01 AM,Open,11.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/05/2022,02:33 PM,Open,0.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/05/2022,02:33 PM,Open,3.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,10:01 AM,Open,11.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,10:01 AM,Open,11.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,10:30 AM,Open,13.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,10:30 AM,Open,13.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,10:30 AM,Open,13.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,11:00 AM,Open,18.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,11:00 AM,Open,18.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,11:00 AM,Open,18.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,11:30 AM,Open,16.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,11:30 AM,Open,16.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/05/2022,02:33 PM,Open,0.0
Arc Express,12/09/2022,11:30 AM,Open,16.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,10:09 AM,Open,1.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,10:09 AM,Open,6.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/09/2022,12:04 PM,Open,5.0
Arc Express,12/09/2022,12:03 PM,Open,11.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,12:04 PM,Open,0.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,12:04 PM,Open,1.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/09/2022,12:04 PM,Open,5.0
Arc Express,12/09/2022,12:03 PM,Open,11.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,12:04 PM,Open,0.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,12:04 PM,Open,1.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/09/2022,12:04 PM,Open,5.0
Arc Express,12/09/2022,12:03 PM,Open,11.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,12:04 PM,Open,0.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,12:04 PM,Open,1.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
Tennis Courts,12/05/2022,10:03 AM,Closed,0.0
Aquaplex Pool Deck,12/09/2022,12:04 PM,Open,5.0
Arc Express,12/09/2022,12:35 PM,Open,9.0
Arc Floor One,12/09/2022,06:18 AM,Open,26.0
Arc Floor Two,12/09/2022,06:18 AM,Open,14.0
Arc Olympic Lifting Zones,12/09/2022,06:18 AM,Open,11.0
Climbing,12/08/2022,06:13 PM,Closed,0.0
Competition Pool,12/09/2022,12:04 PM,Open,0.0
Four Court Gym,12/09/2022,12:10 AM,Closed,0.0
North Court,12/09/2022,12:10 AM,Closed,10.0
Recreation Pool,12/09/2022,12:04 PM,Open,1.0
South Court,12/09/2022,12:10 AM,Closed,24.0
Spa,12/03/2022,03:19 PM,Closed,0.0
